state,year,quarter,stressor,pct_affected
Georgia,2017,Q2,Unknown Causes,2.8
Georgia,2017,Q2,Varroa Mites,34.1
Georgia,2017,Q3,Disease,2.3
Georgia,2017,Q3,Other Causes,15.1
Georgia,2017,Q3,Pesticides,14.1
Georgia,2017,Q3,Pests (Excl Varroa Mites),18
Georgia,2017,Q3,Unknown Causes,6.9
Georgia,2017,Q3,Varroa Mites,47.6
Georgia,2017,Q4,Disease,12.3
Georgia,2017,Q4,Other Causes,3.6
Georgia,2017,Q4,Pesticides,15.3
Georgia,2017,Q4,Pests (Excl Varroa Mites),15.1
Georgia,2017,Q4,Unknown Causes,4.6
Georgia,2017,Q4,Varroa Mites,56.8
Georgia,2018,Q1,Disease,0.9
Georgia,2018,Q1,Other Causes,27.1
Georgia,2018,Q1,Pesticides,14.8
Georgia,2018,Q1,Pests (Excl Varroa Mites),18.7
Georgia,2018,Q1,Unknown Causes,2.1
Georgia,2018,Q1,Varroa Mites,39.6
Georgia,2018,Q2,Disease,13.8
Georgia,2018,Q2,Other Causes,31.4
Georgia,2018,Q2,Pesticides,14.8
Georgia,2018,Q2,Pests (Excl Varroa Mites),25.9
Georgia,2018,Q2,Unknown Causes,10.1
Georgia,2018,Q2,Varroa Mites,53
Georgia,2018,Q3,Disease,2.4
Georgia,2018,Q3,Other Causes,6
Georgia,2018,Q3,Pesticides,27.7
Georgia,2018,Q3,Pests (Excl Varroa Mites),20.4
Georgia,2018,Q3,Unknown Causes,7.2
Georgia,2018,Q3,Varroa Mites,49.8
Georgia,2018,Q4,Disease,9.2
Georgia,2018,Q4,Other Causes,5.6
Georgia,2018,Q4,Pesticides,6.9
Georgia,2018,Q4,Pests (Excl Varroa Mites),17.4
Georgia,2018,Q4,Unknown Causes,7.8
Georgia,2018,Q4,Varroa Mites,41.4
Georgia,2019,Q1,Disease,7.4
Georgia,2019,Q1,Other Causes,10.6
Georgia,2019,Q1,Pesticides,9.6
Georgia,2019,Q1,Pests (Excl Varroa Mites),17.8
Georgia,2019,Q1,Unknown Causes,4.9
Georgia,2019,Q1,Varroa Mites,69.6
Georgia,2019,Q3,Disease,1.6
Georgia,2019,Q3,Other Causes,17.1
Georgia,2019,Q3,Pesticides,25.8
Georgia,2019,Q3,Pests (Excl Varroa Mites),18.6
Georgia,2019,Q3,Unknown Causes,4.6
Georgia,2019,Q3,Varroa Mites,52.5
Georgia,2019,Q4,Disease,5.6
Georgia,2019,Q4,Other Causes,2.6
Georgia,2019,Q4,Pesticides,9.1
Georgia,2019,Q4,Pests (Excl Varroa Mites),18.2
Georgia,2019,Q4,Unknown Causes,4.4
Georgia,2019,Q4,Varroa Mites,34.3
Georgia,2020,Q1,Pests (Excl Varroa Mites),3.4
Georgia,2020,Q1,Unknown Causes,7.5
Georgia,2020,Q1,Varroa Mites,50.9
Georgia,2020,Q2,Disease,6.9
Georgia,2020,Q2,Other Causes,7.9
Georgia,2020,Q2,Pesticides,2.9
Georgia,2020,Q2,Pests (Excl Varroa Mites),19.6
Georgia,2020,Q2,Unknown Causes,13.4
Georgia,2020,Q2,Varroa Mites,47.9
Georgia,2020,Q3,Disease,3.5
Georgia,2020,Q3,Other Causes,5.3
Georgia,2020,Q3,Pesticides,3.4
Georgia,2020,Q3,Pests (Excl Varroa Mites),22.5
Georgia,2020,Q3,Unknown Causes,13
Georgia,2020,Q3,Varroa Mites,49.6
Georgia,2020,Q4,Disease,1.8
Georgia,2020,Q4,Other Causes,1.9
Georgia,2020,Q4,Pesticides,7.5
Georgia,2020,Q4,Pests (Excl Varroa Mites),12.9
Georgia,2020,Q4,Unknown Causes,6.7
Georgia,2020,Q4,Varroa Mites,35.5
Georgia,2021,Q1,Disease,8.9
Georgia,2021,Q1,Other Causes,4.1
Georgia,2021,Q1,Pesticides,1.5
Georgia,2021,Q1,Pests (Excl Varroa Mites),14.4
Georgia,2021,Q1,Unknown Causes,4.6
Georgia,2021,Q1,Varroa Mites,47.9
Georgia,2021,Q2,Disease,5.2
Georgia,2021,Q2,Other Causes,5.2
Georgia,2021,Q2,Pesticides,2.8
Georgia,2021,Q2,Pests (Excl Varroa Mites),13.8
Georgia,2021,Q2,Unknown Causes,5.8
Georgia,2021,Q2,Varroa Mites,44.7
Georgia,2021,Q3,Disease,4.8
Georgia,2021,Q3,Other Causes,13.4
Georgia,2021,Q3,Pesticides,12
Georgia,2021,Q3,Pests (Excl Varroa Mites),32.2
Georgia,2021,Q3,Unknown Causes,7.6
Georgia,2021,Q3,Varroa Mites,63.9
Georgia,2021,Q4,Disease,0.5
Georgia,2021,Q4,Other Causes,5.7
Georgia,2021,Q4,Pesticides,7.8
Georgia,2021,Q4,Pests (Excl Varroa Mites),24.7
Georgia,2021,Q4,Unknown Causes,7.2
Georgia,2021,Q4,Varroa Mites,41
Georgia,2022,Q1,Disease,0.6
Georgia,2022,Q1,Other Causes,5.9
Georgia,2022,Q1,Pesticides,5.1
Georgia,2022,Q1,Pests (Excl Varroa Mites),17.4
Georgia,2022,Q1,Unknown Causes,3
Georgia,2022,Q1,Varroa Mites,41.2
Georgia,2022,Q2,Disease,1.4
Georgia,2022,Q2,Other Causes,8.3
Georgia,2022,Q2,Pesticides,6.1
Georgia,2022,Q2,Pests (Excl Varroa Mites),9
Georgia,2022,Q2,Unknown Causes,5.7
Georgia,2022,Q2,Varroa Mites,35.9
Georgia,2022,Q3,Disease,7
Georgia,2022,Q3,Other Causes,16.3
Georgia,2022,Q3,Pesticides,5.6
Georgia,2022,Q3,Pests (Excl Varroa Mites),21.4
Georgia,2022,Q3,Unknown Causes,10.1
Georgia,2022,Q3,Varroa Mites,49.4
Georgia,2022,Q4,Disease,3.3
Georgia,2022,Q4,Other Causes,8.5
Georgia,2022,Q4,Pesticides,3.7
Georgia,2022,Q4,Pests (Excl Varroa Mites),11.5
Georgia,2022,Q4,Unknown Causes,2.1
Georgia,2022,Q4,Varroa Mites,33.5
Georgia,2023,Q1,Other Causes,1.7
Georgia,2023,Q1,Pesticides,7.7
Georgia,2023,Q1,Pests (Excl Varroa Mites),1.3
Georgia,2023,Q1,Unknown Causes,7.4
Georgia,2023,Q1,Varroa Mites,31.2
Georgia,2023,Q2,Disease,2.3
Georgia,2023,Q2,Other Causes,9.5
Georgia,2023,Q2,Pesticides,3.8
Georgia,2023,Q2,Pests (Excl Varroa Mites),11.9
Georgia,2023,Q2,Unknown Causes,7
Georgia,2023,Q2,Varroa Mites,29.2
Georgia,2023,Q3,Disease,1
Georgia,2023,Q3,Other Causes,9.7
Georgia,2023,Q3,Pesticides,6.4
Georgia,2023,Q3,Pests (Excl Varroa Mites),16
Georgia,2023,Q3,Unknown Causes,11.1
Georgia,2023,Q3,Varroa Mites,34.4
Georgia,2023,Q4,Disease,3.2
Georgia,2023,Q4,Other Causes,18.8
Georgia,2023,Q4,Pesticides,2.9
Georgia,2023,Q4,Pests (Excl Varroa Mites),15.8
Georgia,2023,Q4,Unknown Causes,10.1
Georgia,2023,Q4,Varroa Mites,42
Georgia,2024,Q1,Disease,0.5
Georgia,2024,Q1,Other Causes,3.6
Georgia,2024,Q1,Pesticides,1.1
Georgia,2024,Q1,Pests (Excl Varroa Mites),8.9
Georgia,2024,Q1,Unknown Causes,5.7
Georgia,2024,Q1,Varroa Mites,18.5
Georgia,2024,Q2,Disease,1.7
Georgia,2024,Q2,Other Causes,9.4
Georgia,2024,Q2,Pesticides,2.6
Georgia,2024,Q2,Pests (Excl Varroa Mites),11.6
Georgia,2024,Q2,Unknown Causes,2.3
Georgia,2024,Q2,Varroa Mites,31.3
Georgia,2024,Q3,Disease,4.9
Georgia,2024,Q3,Other Causes,18.2
Georgia,2024,Q3,Pesticides,7.3
Georgia,2024,Q3,Pests (Excl Varroa Mites),14.6
Georgia,2024,Q3,Unknown Causes,10.5
Georgia,2024,Q3,Varroa Mites,31.9
Georgia,2024,Q4,Disease,3.1
Georgia,2024,Q4,Other Causes,19.4
Georgia,2024,Q4,Pesticides,3.6
Georgia,2024,Q4,Pests (Excl Varroa Mites),15.3
Georgia,2024,Q4,Unknown Causes,12.6
Georgia,2024,Q4,Varroa Mites,32
Georgia,2025,Q1,Disease,2.1
Georgia,2025,Q1,Other Causes,5.8
Georgia,2025,Q1,Pesticides,8.5
Georgia,2025,Q1,Pests (Excl Varroa Mites),10
Georgia,2025,Q1,Unknown Causes,10.5
Georgia,2025,Q1,Varroa Mites,25.9
Georgia,2025,Q2,Disease,1
Georgia,2025,Q2,Other Causes,2.4
Georgia,2025,Q2,Pesticides,1.9
Georgia,2025,Q2,Pests (Excl Varroa Mites),7.5
Georgia,2025,Q2,Unknown Causes,17
Georgia,2025,Q2,Varroa Mites,20
Hawaii,2015,Q1,Disease,1.6
Hawaii,2015,Q1,Other Causes,2
Hawaii,2015,Q1,Pesticides,0
Hawaii,2015,Q1,Pests (Excl Varroa Mites),37.7
Hawaii,2015,Q1,Unknown Causes,0
Hawaii,2015,Q1,Varroa Mites,38.8
Hawaii,2015,Q2,Disease,0.3
Hawaii,2015,Q2,Other Causes,3.2
Hawaii,2015,Q2,Pesticides,0.1
Hawaii,2015,Q2,Pests (Excl Varroa Mites),61
Hawaii,2015,Q2,Unknown Causes,0.1
Hawaii,2015,Q2,Varroa Mites,60.1
Hawaii,2015,Q3,Disease,0.1
Hawaii,2015,Q3,Other Causes,2.5
Hawaii,2015,Q3,Pesticides,0.1
Hawaii,2015,Q3,Pests (Excl Varroa Mites),80.5
Hawaii,2015,Q3,Unknown Causes,0
Hawaii,2015,Q3,Varroa Mites,78.1
Hawaii,2015,Q4,Disease,0.2
Hawaii,2015,Q4,Other Causes,0
Hawaii,2015,Q4,Pesticides,0
Hawaii,2015,Q4,Pests (Excl Varroa Mites),33.9
Hawaii,2015,Q4,Unknown Causes,0
Hawaii,2015,Q4,Varroa Mites,31
Hawaii,2016,Q1,Disease,0
Hawaii,2016,Q1,Other Causes,0.8
Hawaii,2016,Q1,Pesticides,0.1
Hawaii,2016,Q1,Pests (Excl Varroa Mites),1.5
Hawaii,2016,Q1,Unknown Causes,0
Hawaii,2016,Q1,Varroa Mites,0.3
Hawaii,2016,Q2,Disease,0
Hawaii,2016,Q2,Other Causes,3.2
Hawaii,2016,Q2,Pesticides,0.6
Hawaii,2016,Q2,Pests (Excl Varroa Mites),38.1
Hawaii,2016,Q2,Unknown Causes,0
Hawaii,2016,Q2,Varroa Mites,35.6
Hawaii,2016,Q3,Disease,0.1
Hawaii,2016,Q3,Other Causes,0
Hawaii,2016,Q3,Pesticides,0.8
Hawaii,2016,Q3,Pests (Excl Varroa Mites),75.3
Hawaii,2016,Q3,Unknown Causes,0
Hawaii,2016,Q3,Varroa Mites,67.8
Hawaii,2016,Q4,Disease,0
Hawaii,2016,Q4,Other Causes,0.2
Hawaii,2016,Q4,Pesticides,0.1
Hawaii,2016,Q4,Pests (Excl Varroa Mites),40.8
Hawaii,2016,Q4,Unknown Causes,0.1
Hawaii,2016,Q4,Varroa Mites,39.9
Hawaii,2017,Q1,Disease,0.2
Hawaii,2017,Q1,Other Causes,0.1
Hawaii,2017,Q1,Pesticides,0
Hawaii,2017,Q1,Pests (Excl Varroa Mites),2.1
Hawaii,2017,Q1,Unknown Causes,0.1
Hawaii,2017,Q1,Varroa Mites,1.2
Hawaii,2017,Q2,Other Causes,0.4
Hawaii,2017,Q2,Pesticides,0
Hawaii,2017,Q2,Pests (Excl Varroa Mites),3.7
Hawaii,2017,Q2,Unknown Causes,0
Hawaii,2017,Q2,Varroa Mites,88.9
Hawaii,2017,Q3,Disease,0.3
Hawaii,2017,Q3,Other Causes,2
Hawaii,2017,Q3,Pesticides,0
Hawaii,2017,Q3,Pests (Excl Varroa Mites),4.3
Hawaii,2017,Q3,Varroa Mites,2.8
Hawaii,2017,Q4,Disease,0.1
Hawaii,2017,Q4,Other Causes,0.1
Hawaii,2017,Q4,Pesticides,0
Hawaii,2017,Q4,Pests (Excl Varroa Mites),66.1
Hawaii,2017,Q4,Unknown Causes,0
Hawaii,2017,Q4,Varroa Mites,57.2
Hawaii,2018,Q1,Disease,0.1
Hawaii,2018,Q1,Other Causes,0.1
Hawaii,2018,Q1,Pesticides,0
Hawaii,2018,Q1,Pests (Excl Varroa Mites),84.5
Hawaii,2018,Q1,Varroa Mites,83
Hawaii,2018,Q2,Disease,0.4
Hawaii,2018,Q2,Other Causes,0.8
Hawaii,2018,Q2,Pesticides,0
Hawaii,2018,Q2,Pests (Excl Varroa Mites),91.9
Hawaii,2018,Q2,Unknown Causes,0.2
Hawaii,2018,Q2,Varroa Mites,88.3
Hawaii,2018,Q3,Disease,0.1
Hawaii,2018,Q3,Other Causes,0.1
Hawaii,2018,Q3,Pesticides,0.1
Hawaii,2018,Q3,Pests (Excl Varroa Mites),89.4
Hawaii,2018,Q3,Unknown Causes,0
Hawaii,2018,Q3,Varroa Mites,88.3
Hawaii,2018,Q4,Other Causes,0.1
Hawaii,2018,Q4,Pesticides,0
Hawaii,2018,Q4,Pests (Excl Varroa Mites),83.3
Hawaii,2018,Q4,Unknown Causes,0
Hawaii,2018,Q4,Varroa Mites,70.5
Hawaii,2019,Q1,Disease,0.1
Hawaii,2019,Q1,Other Causes,2.9
Hawaii,2019,Q1,Pesticides,0.7
Hawaii,2019,Q1,Pests (Excl Varroa Mites),64.9
Hawaii,2019,Q1,Unknown Causes,0
Hawaii,2019,Q1,Varroa Mites,72.1
Hawaii,2019,Q3,Disease,0.3
Hawaii,2019,Q3,Other Causes,1.3
Hawaii,2019,Q3,Pesticides,0
Hawaii,2019,Q3,Pests (Excl Varroa Mites),39
Hawaii,2019,Q3,Unknown Causes,0.2
Hawaii,2019,Q3,Varroa Mites,37.2
Hawaii,2019,Q4,Disease,0.2
Hawaii,2019,Q4,Other Causes,0.1
Hawaii,2019,Q4,Pesticides,1
Hawaii,2019,Q4,Pests (Excl Varroa Mites),61.8
Hawaii,2019,Q4,Unknown Causes,0
Hawaii,2019,Q4,Varroa Mites,44
Hawaii,2020,Q1,Pesticides,0
Hawaii,2020,Q1,Pests (Excl Varroa Mites),60.8
Hawaii,2020,Q1,Varroa Mites,75.3
Hawaii,2020,Q2,Disease,1
Hawaii,2020,Q2,Other Causes,1.1
Hawaii,2020,Q2,Pesticides,0
Hawaii,2020,Q2,Pests (Excl Varroa Mites),41.1
Hawaii,2020,Q2,Unknown Causes,0
Hawaii,2020,Q2,Varroa Mites,43.1
Hawaii,2020,Q3,Other Causes,0.5
Hawaii,2020,Q3,Pests (Excl Varroa Mites),63.5
Hawaii,2020,Q3,Varroa Mites,62.7
Hawaii,2020,Q4,Other Causes,2.9
Hawaii,2020,Q4,Pesticides,0
Hawaii,2020,Q4,Pests (Excl Varroa Mites),65.2
Hawaii,2020,Q4,Unknown Causes,0
Hawaii,2020,Q4,Varroa Mites,57.2
Hawaii,2021,Q1,Disease,0
Hawaii,2021,Q1,Other Causes,4.7
Hawaii,2021,Q1,Pesticides,0
Hawaii,2021,Q1,Pests (Excl Varroa Mites),52.2
Hawaii,2021,Q1,Unknown Causes,0
Hawaii,2021,Q1,Varroa Mites,53
Hawaii,2021,Q2,Disease,0
Hawaii,2021,Q2,Pesticides,0
Hawaii,2021,Q2,Pests (Excl Varroa Mites),60.8
Hawaii,2021,Q2,Varroa Mites,92.6
Hawaii,2021,Q3,Other Causes,0
Hawaii,2021,Q3,Pesticides,18
Hawaii,2021,Q3,Pests (Excl Varroa Mites),19
Hawaii,2021,Q3,Unknown Causes,0.9
Hawaii,2021,Q3,Varroa Mites,29.6
Hawaii,2021,Q4,Disease,19.7
Hawaii,2021,Q4,Other Causes,0
Hawaii,2021,Q4,Pesticides,0
Hawaii,2021,Q4,Pests (Excl Varroa Mites),64.2
Hawaii,2021,Q4,Unknown Causes,0
Hawaii,2021,Q4,Varroa Mites,66.1
Idaho,2015,Q1,Disease,12.5
Idaho,2015,Q1,Other Causes,8.9
Idaho,2015,Q1,Pesticides,4.8
Idaho,2015,Q1,Pests (Excl Varroa Mites),6.7
Idaho,2015,Q1,Unknown Causes,4.9
Idaho,2015,Q1,Varroa Mites,39.8
Idaho,2015,Q2,Disease,6.5
Idaho,2015,Q2,Other Causes,13.7
Idaho,2015,Q2,Pesticides,6
Idaho,2015,Q2,Pests (Excl Varroa Mites),6.7
Idaho,2015,Q2,Unknown Causes,0.3
Idaho,2015,Q2,Varroa Mites,25.5
Idaho,2015,Q3,Disease,1.7
Idaho,2015,Q3,Other Causes,2.2
Idaho,2015,Q3,Pesticides,10
Idaho,2015,Q3,Pests (Excl Varroa Mites),5.2
Idaho,2015,Q3,Unknown Causes,6.4
Idaho,2015,Q3,Varroa Mites,46.8
Idaho,2015,Q4,Disease,4.3
Idaho,2015,Q4,Other Causes,2.8
Idaho,2015,Q4,Pesticides,4
Idaho,2015,Q4,Pests (Excl Varroa Mites),0.6
Idaho,2015,Q4,Unknown Causes,4.5
Idaho,2015,Q4,Varroa Mites,38.9
Idaho,2016,Q1,Disease,2.1
Idaho,2016,Q1,Other Causes,5.4
Idaho,2016,Q1,Pesticides,5.9
Idaho,2016,Q1,Pests (Excl Varroa Mites),2.3
Idaho,2016,Q1,Unknown Causes,1.4
Idaho,2016,Q1,Varroa Mites,31.5
Idaho,2016,Q2,Disease,2.7
Idaho,2016,Q2,Other Causes,5.4
Idaho,2016,Q2,Pesticides,3.1
Idaho,2016,Q2,Pests (Excl Varroa Mites),4.8
Idaho,2016,Q2,Unknown Causes,2.7
Idaho,2016,Q2,Varroa Mites,21.2
Idaho,2016,Q3,Disease,4.5
Idaho,2016,Q3,Other Causes,6
Idaho,2016,Q3,Pesticides,7.6
Idaho,2016,Q3,Pests (Excl Varroa Mites),4.7
Idaho,2016,Q3,Unknown Causes,3.3
Idaho,2016,Q3,Varroa Mites,25.3
Idaho,2016,Q4,Disease,4.8
Idaho,2016,Q4,Other Causes,4.2
Idaho,2016,Q4,Pesticides,0.2
Idaho,2016,Q4,Pests (Excl Varroa Mites),0.8
Idaho,2016,Q4,Unknown Causes,3
Idaho,2016,Q4,Varroa Mites,31.9
Idaho,2017,Q1,Disease,42.3
Idaho,2017,Q1,Other Causes,1.7
Idaho,2017,Q1,Pesticides,21.2
Idaho,2017,Q1,Pests (Excl Varroa Mites),42.3
Idaho,2017,Q1,Unknown Causes,0.4
Idaho,2017,Q1,Varroa Mites,74.2
Idaho,2017,Q2,Disease,4
Idaho,2017,Q2,Other Causes,7.8
Idaho,2017,Q2,Pesticides,8.3
Idaho,2017,Q2,Pests (Excl Varroa Mites),6.4
Idaho,2017,Q2,Unknown Causes,4.8
Idaho,2017,Q2,Varroa Mites,30.5
Idaho,2017,Q3,Disease,6.7
Idaho,2017,Q3,Other Causes,9.5
Idaho,2017,Q3,Pesticides,15.5
Idaho,2017,Q3,Pests (Excl Varroa Mites),19.1
Idaho,2017,Q3,Unknown Causes,5.1
Idaho,2017,Q3,Varroa Mites,53.7
Idaho,2017,Q4,Disease,17.7
Idaho,2017,Q4,Other Causes,1.7
Idaho,2017,Q4,Pesticides,14.9
Idaho,2017,Q4,Pests (Excl Varroa Mites),16.9
Idaho,2017,Q4,Unknown Causes,0.2
Idaho,2017,Q4,Varroa Mites,34
Idaho,2018,Q1,Disease,0.8
Idaho,2018,Q1,Other Causes,3.4
Idaho,2018,Q1,Pesticides,3.4
Idaho,2018,Q1,Pests (Excl Varroa Mites),5.7
Idaho,2018,Q1,Unknown Causes,0.4
Idaho,2018,Q1,Varroa Mites,28.3
Idaho,2018,Q2,Disease,3
Idaho,2018,Q2,Other Causes,4.1
Idaho,2018,Q2,Pesticides,18.5
Idaho,2018,Q2,Pests (Excl Varroa Mites),3.7
Idaho,2018,Q2,Unknown Causes,4.4
Idaho,2018,Q2,Varroa Mites,51.6
Idaho,2018,Q3,Disease,14.6
Idaho,2018,Q3,Other Causes,13.8
Idaho,2018,Q3,Pesticides,26.5
Idaho,2018,Q3,Pests (Excl Varroa Mites),5.4
Idaho,2018,Q3,Unknown Causes,5.7
Idaho,2018,Q3,Varroa Mites,83.6
Idaho,2018,Q4,Disease,9.6
Idaho,2018,Q4,Other Causes,7
Idaho,2018,Q4,Pesticides,15.9
Idaho,2018,Q4,Pests (Excl Varroa Mites),47.4
Idaho,2018,Q4,Unknown Causes,4.5
Idaho,2018,Q4,Varroa Mites,64.9
Idaho,2019,Q1,Disease,8
Idaho,2019,Q1,Other Causes,8.6
Idaho,2019,Q1,Pesticides,9.2
Idaho,2019,Q1,Pests (Excl Varroa Mites),8
Idaho,2019,Q1,Varroa Mites,24.5
Idaho,2019,Q3,Disease,21.7
Idaho,2019,Q3,Other Causes,18.5
Idaho,2019,Q3,Pesticides,9.9
Idaho,2019,Q3,Pests (Excl Varroa Mites),15.4
Idaho,2019,Q3,Unknown Causes,0.8
Idaho,2019,Q3,Varroa Mites,59.9
Idaho,2019,Q4,Disease,5.4
Idaho,2019,Q4,Other Causes,9.9
Idaho,2019,Q4,Pesticides,10.5
Idaho,2019,Q4,Pests (Excl Varroa Mites),4.3
Idaho,2019,Q4,Unknown Causes,1.1
Idaho,2019,Q4,Varroa Mites,20.3
Idaho,2020,Q1,Other Causes,2.1
Idaho,2020,Q1,Pesticides,2.8
Idaho,2020,Q1,Pests (Excl Varroa Mites),0.8
Idaho,2020,Q1,Unknown Causes,1.9
Idaho,2020,Q1,Varroa Mites,10.4
Idaho,2020,Q2,Disease,11.1
Idaho,2020,Q2,Other Causes,6.9
Idaho,2020,Q2,Pesticides,8.6
Idaho,2020,Q2,Pests (Excl Varroa Mites),10.9
Idaho,2020,Q2,Unknown Causes,5.8
Idaho,2020,Q2,Varroa Mites,44.2
Idaho,2020,Q3,Disease,6.7
Idaho,2020,Q3,Other Causes,9
Idaho,2020,Q3,Pesticides,10.9
Idaho,2020,Q3,Pests (Excl Varroa Mites),2.6
Idaho,2020,Q3,Unknown Causes,3.8
Idaho,2020,Q3,Varroa Mites,45
Idaho,2020,Q4,Disease,4.3
Idaho,2020,Q4,Other Causes,4.8
Idaho,2020,Q4,Pesticides,4.8
Idaho,2020,Q4,Pests (Excl Varroa Mites),8.9
Idaho,2020,Q4,Unknown Causes,5.4
Idaho,2020,Q4,Varroa Mites,52.1
Idaho,2021,Q1,Disease,0
Idaho,2021,Q1,Other Causes,1.6
Idaho,2021,Q1,Pesticides,8.9
Idaho,2021,Q1,Pests (Excl Varroa Mites),9.9
Idaho,2021,Q1,Unknown Causes,1.5
Idaho,2021,Q1,Varroa Mites,30
Idaho,2021,Q2,Disease,5.4
Idaho,2021,Q2,Other Causes,2
Idaho,2021,Q2,Pesticides,9.9
Idaho,2021,Q2,Pests (Excl Varroa Mites),1.9
Idaho,2021,Q2,Unknown Causes,6.2
Idaho,2021,Q2,Varroa Mites,31.9
Idaho,2021,Q3,Disease,2.6
Idaho,2021,Q3,Other Causes,7
Idaho,2021,Q3,Pesticides,7
Idaho,2021,Q3,Pests (Excl Varroa Mites),1.8
Idaho,2021,Q3,Unknown Causes,1.5
Idaho,2021,Q3,Varroa Mites,55.2
Idaho,2021,Q4,Disease,4.9
Idaho,2021,Q4,Other Causes,4
Idaho,2021,Q4,Pesticides,12
Idaho,2021,Q4,Pests (Excl Varroa Mites),8
Idaho,2021,Q4,Unknown Causes,11.2
Idaho,2021,Q4,Varroa Mites,58.1
Idaho,2022,Q1,Other Causes,1.4
Idaho,2022,Q1,Pesticides,35.5
Idaho,2022,Q1,Pests (Excl Varroa Mites),1.1
Idaho,2022,Q1,Unknown Causes,1.3
Idaho,2022,Q1,Varroa Mites,57
Idaho,2022,Q2,Disease,5.6
Idaho,2022,Q2,Other Causes,9.5
Idaho,2022,Q2,Pesticides,13.7
Idaho,2022,Q2,Pests (Excl Varroa Mites),13.1
Idaho,2022,Q2,Unknown Causes,3.5
Idaho,2022,Q2,Varroa Mites,32.6
Idaho,2022,Q3,Disease,5
Idaho,2022,Q3,Other Causes,9.5
Idaho,2022,Q3,Pesticides,9.8
Idaho,2022,Q3,Pests (Excl Varroa Mites),4.9
Idaho,2022,Q3,Unknown Causes,3.7
Idaho,2022,Q3,Varroa Mites,44
Idaho,2022,Q4,Disease,2.2
Idaho,2022,Q4,Other Causes,2
Idaho,2022,Q4,Pesticides,4.1
Idaho,2022,Q4,Pests (Excl Varroa Mites),2.8
Idaho,2022,Q4,Unknown Causes,10.8
Idaho,2022,Q4,Varroa Mites,17.8
Idaho,2023,Q1,Other Causes,1.2
Idaho,2023,Q1,Pesticides,5.3
Idaho,2023,Q1,Pests (Excl Varroa Mites),2.8
Idaho,2023,Q1,Unknown Causes,6
Idaho,2023,Q1,Varroa Mites,12.1
Idaho,2023,Q2,Disease,5.9
Idaho,2023,Q2,Other Causes,1.3
Idaho,2023,Q2,Pesticides,5.7
Idaho,2023,Q2,Pests (Excl Varroa Mites),6.7
Idaho,2023,Q2,Unknown Causes,1.4
Idaho,2023,Q2,Varroa Mites,40.9
Idaho,2023,Q3,Disease,4.4
Idaho,2023,Q3,Other Causes,1.8
Idaho,2023,Q3,Pesticides,1.7
Idaho,2023,Q3,Pests (Excl Varroa Mites),3.1
Idaho,2023,Q3,Unknown Causes,1.7
Idaho,2023,Q3,Varroa Mites,18.3
Idaho,2023,Q4,Disease,10.2
Idaho,2023,Q4,Other Causes,0.8
Idaho,2023,Q4,Pesticides,8.3
Idaho,2023,Q4,Pests (Excl Varroa Mites),1
Idaho,2023,Q4,Unknown Causes,1.2
Idaho,2023,Q4,Varroa Mites,55.3
Idaho,2024,Q1,Disease,6
Idaho,2024,Q1,Other Causes,5.7
Idaho,2024,Q1,Pesticides,0
Idaho,2024,Q1,Pests (Excl Varroa Mites),5.4
Idaho,2024,Q1,Unknown Causes,1
Idaho,2024,Q1,Varroa Mites,27.4
Idaho,2024,Q2,Disease,3
Idaho,2024,Q2,Other Causes,12.2
Idaho,2024,Q2,Pesticides,1.2
Idaho,2024,Q2,Pests (Excl Varroa Mites),6.6
Idaho,2024,Q2,Varroa Mites,32.7
Idaho,2024,Q3,Disease,0.8
Idaho,2024,Q3,Pesticides,3.9
Idaho,2024,Q3,Unknown Causes,5.2
Idaho,2024,Q3,Varroa Mites,25.7
Idaho,2024,Q4,Disease,7.2
Idaho,2024,Q4,Other Causes,2.9
Idaho,2024,Q4,Pesticides,11.3
Idaho,2024,Q4,Pests (Excl Varroa Mites),16.6
Idaho,2024,Q4,Unknown Causes,2.9
Idaho,2024,Q4,Varroa Mites,40.6
Idaho,2025,Q1,Other Causes,14.9
Idaho,2025,Q1,Pesticides,14.5
Idaho,2025,Q1,Unknown Causes,3.2
Idaho,2025,Q1,Varroa Mites,24.8
Idaho,2025,Q2,Disease,2.4
Idaho,2025,Q2,Other Causes,4.7
Idaho,2025,Q2,Pesticides,5.6
Idaho,2025,Q2,Pests (Excl Varroa Mites),19.3
Idaho,2025,Q2,Varroa Mites,27.2
Illinois,2015,Q1,Disease,0.7
Illinois,2015,Q1,Other Causes,12.6
Illinois,2015,Q1,Pesticides,0.4
Illinois,2015,Q1,Pests (Excl Varroa Mites),6.9
Illinois,2015,Q1,Unknown Causes,11.6
Illinois,2015,Q1,Varroa Mites,12.3
Illinois,2015,Q2,Disease,0.2
Illinois,2015,Q2,Other Causes,2.3
Illinois,2015,Q2,Pesticides,2.5
Illinois,2015,Q2,Pests (Excl Varroa Mites),3.7
Illinois,2015,Q2,Unknown Causes,2.4
Illinois,2015,Q2,Varroa Mites,10.3
Illinois,2015,Q3,Disease,0.6
Illinois,2015,Q3,Other Causes,3.4
Illinois,2015,Q3,Pesticides,0.4
Illinois,2015,Q3,Pests (Excl Varroa Mites),3
Illinois,2015,Q3,Unknown Causes,1
Illinois,2015,Q3,Varroa Mites,7.7
Illinois,2015,Q4,Disease,0.3
